Date : 2024-09-30 23:01:22
Directory : c:\Users\rfrjo\pothole-detection-website
Total : 394 files,  -834 codes, -2254 comments, -689 blanks, all -3777 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.998bbd00e52b9ad6.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.9a3cb0f6c67b7b74.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.9a469bb35965f49b.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.9b177a6343dedfa5.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.9b7dfac18cc1ecab.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.a88718d08d250638.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.acceac5bfdb54fd8.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.b4935ee67ccb232c.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.be3da15174200697.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.be3e42fe055d75c9.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.c174dae197df82fa.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.c4ba3707ef3455b0.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.c863c433a47baf3d.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.cd33e8b75fd3d567.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.cd3728e5463e40ac.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.cf1be1f66aaef90c.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.d2b39e3fbc806218.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.d3f9d5d6accb4bbb.hot-update.js            | JavaScript     |        -41 |        -32 |        -25 |        -98 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.d4cfa901868645e2.hot-update.js            | JavaScript     |        -11 |        -14 |         -7 |        -32 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.d8b408ff1213441e.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.df6583e3b6affbbb.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.e8b3f5af01348270.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.f00f7e380c8004ef.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.f51ef73fe7ab9246.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.f71e8e55740cd286.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.f88d041dae8d9828.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.f9c5fb343c296e1c.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.f9de1ca68fbbf2ec.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.fb7ae82af7c3ab0d.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\layout.fe049f32ee0f38ef.hot-update.js            | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\model\page.00c0b6e31034d73a.hot-update.js        | JavaScript     |          7 |         11 |          4 |         22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\model\page.09f2854a07611b91.hot-update.js        | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\model\page.13a2a815337e1d1b.hot-update.js        | JavaScript     |          7 |         11 |          4 |         22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\model\page.1f834d24ad74b4f6.hot-update.js        | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\model\page.397c95cc2c4599a8.hot-update.js        | JavaScript     |          7 |         11 |          4 |         22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\model\page.91a2463bc649eb31.hot-update.js        | JavaScript     |          7 |         11 |          4 |         22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\model\page.949edd130e0d8b15.hot-update.js        | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\model\page.a88718d08d250638.hot-update.js        | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\model\page.b4935ee67ccb232c.hot-update.js        | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\page.d3f9d5d6accb4bbb.hot-update.js              | JavaScript     |        -41 |        -32 |        -25 |        -98 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\page.d4cfa901868645e2.hot-update.js              | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\signin\page.d3f9d5d6accb4bbb.hot-update.js       | JavaScript     |        -41 |        -32 |        -25 |        -98 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\signin\page.d4cfa901868645e2.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\spreadsheets\page.03f416adaa618df1.hot-update.js | JavaScript     |       -271 |       -209 |       -202 |       -682 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\spreadsheets\page.09f2854a07611b91.hot-update.js | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\spreadsheets\page.0f59587d0a6f5dd0.hot-update.js | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\spreadsheets\page.1f834d24ad74b4f6.hot-update.js | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\spreadsheets\page.2af20e4231425d85.hot-update.js | JavaScript     |        -11 |        -14 |         -7 |        -32 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\spreadsheets\page.949edd130e0d8b15.hot-update.js | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\spreadsheets\page.a88718d08d250638.hot-update.js | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\spreadsheets\page.b4935ee67ccb232c.hot-update.js | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\spreadsheets\page.d3f9d5d6accb4bbb.hot-update.js | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\spreadsheets\page.d4cfa901868645e2.hot-update.js | JavaScript     |       -239 |       -185 |       -178 |       -602 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\spreadsheets\page.f9c5fb343c296e1c.hot-update.js | JavaScript     |       -135 |        -89 |        -82 |       -306 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.052f6dea2efbf9c3.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.09f2854a07611b91.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.16a32586d354b631.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.1b6b2212351d04eb.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.1bf57e9ca108224a.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.1f834d24ad74b4f6.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.2437995ad6de6d44.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.2447dcefc4d408c0.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.2bfff34f33985a5c.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.3af8302a34ff3f9b.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.599be672b367805b.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.704ada73f32ffcfe.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.72e8be227edd0633.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.74bf66b145b7f31a.hot-update.js       | JavaScript     |        -11 |        -14 |         -7 |        -32 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.7553387ad1cc69a3.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.82bcae466be0d753.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.8d1022a00db06c96.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.94327a28070e9b59.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.949edd130e0d8b15.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.96ee604f28de5976.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.9a469bb35965f49b.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.9b177a6343dedfa5.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.a88718d08d250638.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.b4935ee67ccb232c.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.be3da15174200697.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.be3e42fe055d75c9.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.c4ba3707ef3455b0.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.cd3728e5463e40ac.hot-update.js       | JavaScript     |         -5 |        -11 |         -5 |        -21 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.d3f9d5d6accb4bbb.hot-update.js       | JavaScript     |        -41 |        -32 |        -25 |        -98 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.d4cfa901868645e2.hot-update.js       | JavaScript     |        -15 |        -17 |        -10 |        -42 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.df6583e3b6affbbb.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.e8b3f5af01348270.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.f00f7e380c8004ef.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.f51ef73fe7ab9246.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.f88d041dae8d9828.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.f9de1ca68fbbf2ec.hot-update.js       | JavaScript     |       -453 |       -281 |       -274 |     -1,008 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.fb7ae82af7c3ab0d.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\app\upload\page.fe049f32ee0f38ef.hot-update.js       | JavaScript     |         -7 |        -11 |         -4 |        -22 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\b4935ee67ccb232c.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\be3da15174200697.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\be3e42fe055d75c9.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\c174dae197df82fa.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\c4ba3707ef3455b0.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\c863c433a47baf3d.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\cd33e8b75fd3d567.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\cd3728e5463e40ac.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\cd89bd9a5ffff254.webpack.hot-update.json             | JSON           |          1 |          0 |          0 |          1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\cf1be1f66aaef90c.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\cfb96863d6bdef00.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\d2b39e3fbc806218.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\d3f9d5d6accb4bbb.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\d4cfa901868645e2.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\d8b408ff1213441e.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\df6583e3b6affbbb.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\e47c7a8ed9f2da79.webpack.hot-update.json             | JSON           |          1 |          0 |          0 |          1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\e8b3f5af01348270.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\f00f7e380c8004ef.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\f51ef73fe7ab9246.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\f71e8e55740cd286.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\f88d041dae8d9828.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\f9c5fb343c296e1c.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\f9de1ca68fbbf2ec.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\fb7ae82af7c3ab0d.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\fe049f32ee0f38ef.webpack.hot-update.json             | JSON           |         -1 |          0 |          0 |         -1 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.00c0b6e31034d73a.hot-update.js               | JavaScript     |          9 |          9 |          0 |         18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.03f416adaa618df1.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.052f6dea2efbf9c3.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.05715a168cba21da.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.09f2854a07611b91.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.0f59587d0a6f5dd0.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.13a2a815337e1d1b.hot-update.js               | JavaScript     |          9 |          9 |          0 |         18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.16a32586d354b631.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.1aeb1389161142ce.hot-update.js               | JavaScript     |          9 |          9 |          0 |         18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.1b6b2212351d04eb.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.1bf57e9ca108224a.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.1d34ad3f0c956b35.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.1d5788842318190b.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.1f834d24ad74b4f6.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.241e6549ff2bdfb9.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.2437995ad6de6d44.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.2447dcefc4d408c0.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.261582b8a4c03c81.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.2af20e4231425d85.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.2bfff34f33985a5c.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.2df75f17c78eeaf1.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.336c5b89b535e2de.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.395562a4717d2f7f.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.397c95cc2c4599a8.hot-update.js               | JavaScript     |          9 |          9 |          0 |         18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.3af8302a34ff3f9b.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.3d3bada15a49a51a.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.47396008231a81e3.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.4be6c3196b0e7880.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.4cc9dfe53752ec11.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.4e4c07c1c572ae5f.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.4e7177463858ed6a.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.5333f146b1fce614.hot-update.js               | JavaScript     |          9 |          9 |          0 |         18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.599be672b367805b.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.5cf37d63cfe8d600.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.611d7ddaf6eaaea5.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.64ce06dd8784dad5.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.69c39a029157b06c.hot-update.js               | JavaScript     |          9 |          9 |          0 |         18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.6b3302e462d47832.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.6e17eea08daa4461.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.704ada73f32ffcfe.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.72e8be227edd0633.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.74bf66b145b7f31a.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.7553387ad1cc69a3.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.813daabf623bf7ff.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.82bcae466be0d753.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.8ce78540ee6b936c.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.8d1022a00db06c96.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.90600ccfb467a9cb.hot-update.js               | JavaScript     |         -9 |         -9 |          0 |        -18 |
| c:\Users\rfrjo\pothole-detection-website\.next\static\webpack\webpack.91a2463bc649eb31.hot-update.js               | JavaScript     |          9 |          9 |          0 |         18 |
