"filename", "language", "JSON with Comments", "TypeScript", "Markdown", "JavaScript", "CSS", "JSON", "HTML", "TypeScript JSX", "JavaScript JSX", "comment", "blank", "total"
"c:\Users\rfrjo\pothole-detection-website\components\ui\seperator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 4, 31
"c:\Users\rfrjo\pothole-detection-website\components\ui\slider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 4, 32
"c:\Users\rfrjo\pothole-detection-website\components\ui\switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 4, 29
"c:\Users\rfrjo\pothole-detection-website\components\ui\tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 7, 55
"c:\Users\rfrjo\pothole-detection-website\components\ui\toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 12, 127
"c:\Users\rfrjo\pothole-detection-website\components\ui\use-toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 159, 0, 2, 30, 191
"c:\Users\rfrjo\pothole-detection-website\cors.json", "JSON", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 7
"c:\Users\rfrjo\pothole-detection-website\firebase.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 3, 3, 26
"c:\Users\rfrjo\pothole-detection-website\lib\auth.ts", "TypeScript", 0, 52, 0, 0, 0, 0, 0, 0, 0, 16, 8, 76
"c:\Users\rfrjo\pothole-detection-website\lib\huggingface.ts", "TypeScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42
"c:\Users\rfrjo\pothole-detection-website\lib\utils.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\rfrjo\pothole-detection-website\next-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 6
"c:\Users\rfrjo\pothole-detection-website\next.config.js", "JavaScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 2, 15
"c:\Users\rfrjo\pothole-detection-website\package-lock.json", "JSON", 0, 0, 0, 0, 0, 9753, 0, 0, 0, 0, 1, 9754
"c:\Users\rfrjo\pothole-detection-website\package.json", "JSON", 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 1, 78
"c:\Users\rfrjo\pothole-detection-website\postcss.config.js", "JavaScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\rfrjo\pothole-detection-website\public\images.d.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 1, 4, 25
"c:\Users\rfrjo\pothole-detection-website\public\index.html", "HTML", 0, 0, 0, 0, 0, 0, 20, 0, 0, 23, 1, 44
"c:\Users\rfrjo\pothole-detection-website\public\manifest.json", "JSON", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 1, 26
"c:\Users\rfrjo\pothole-detection-website\styles\globals.css", "CSS", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 2, 17
"c:\Users\rfrjo\pothole-detection-website\tailwind.config.js", "JavaScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\rfrjo\pothole-detection-website\tsconfig.json", "JSON with Comments", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"c:\Users\rfrjo\pothole-detection-website\utils\navigation.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"Total", "-", 43, 475, 1383, 13214, 1985, 9976, 20, 3978, 11, 8047, 7716, 46848
